156, 7.3333, 8.0000, 8.3333
157, 7.3333, 8.0000, 8.3333
158, 7.3333, 8.0000, 8.3333
159, 7.3333, 8.0000, 8.3333
160, 7.3333, 8.0000, 8.3333
161, 7.3333, 8.0000, 8.3333
162, 7.4000, 8.0000, 7.5000
163, 7.4000, 8.0000, 7.5000
164, 7.4000, 8.0000, 7.5000
165, 7.4000, 8.0000, 7.5000
166, 7.4000, 8.0000, 7.5000
167, 7.4000, 8.0000, 7.5000
168, 7.4000, 8.0000, 7.5000
169, 7.4286, 8.0000, 7.1429
170, 7.4286, 8.0000, 7.1429
171, 7.4286, 8.0000, 7.1429
172, 7.4286, 8.0000, 7.1429
173, 7.4444, 8.0000, 6.9444
174, 7.4444, 8.0000, 6.9444
175, 7.5000, 8.0000, 6.2500
176, 7.5000, 8.0000, 6.2500
177, 7.5000, 8.0000, 6.2500
178, 7.5000, 8.0000, 6.2500
179, 7.5000, 8.0000, 6.2500
180, 7.5000, 8.0000, 6.2500
181, 7.5000, 8.0000, 6.2500
182, 7.5455, 8.0000, 5.6818
183, 7.5455, 8.0000, 5.6818
184, 7.5455, 8.0000, 5.6818
185, 7.5455, 8.0000, 5.6818
186, 7.5455, 8.0000, 5.6818
187, 7.6000, 8.0000, 5.0000
188, 7.6000, 8.0000, 5.0000
189, 7.6000, 8.0000, 5.0000
190, 7.6000, 8.0000, 5.0000
191, 7.6000, 8.0000, 5.0000
192, 7.6000, 8.0000, 5.0000
193, 7.6000, 8.0000, 5.0000
194, 7.6000, 8.0000, 5.0000
195, 7.6154, 8.0000, 4.8077
196, 7.6154, 8.0000, 4.8077
197, 7.6667, 8.0000, 4.1667
198, 7.6667, 8.0000, 4.1667
199, 7.6667, 8.0000, 4.1667
200, 7.6667, 8.0000, 4.1667
201, 7.6667, 8.0000, 4.1667
202, 7.6667, 8.0000, 4.1667
203, 7.6667, 8.0000, 4.1667
204, 7.7500, 8.0000, 3.1250
205, 7.7500, 8.0000, 3.1250
206, 7.7500, 8.0000, 3.1250
207, 7.7500, 8.0000, 3.1250
208, 7.7500, 8.0000, 3.1250
209, 7.7500, 8.0000, 3.1250
210, 7.7500, 8.0000, 3.1250
211, 7.7500, 8.0000, 3.1250
212, 7.7500, 8.0000, 3.1250
213, 7.7500, 8.0000, 3.1250
214, 7.7500, 8.0000, 3.1250
215, 7.7500, 8.0000, 3.1250
216, 7.8000, 8.0000, 2.5000
217, 7.8000, 8.0000, 2.5000
218, 7.8000, 8.0000, 2.5000
219, 7.8000, 8.0000, 2.5000
220, 7.8000, 8.0000, 2.5000
221, 7.8000, 8.0000, 2.5000
222, 7.8000, 8.0000, 2.5000
223, 7.8333, 8.0000, 2.0833
224, 7.8333, 8.0000, 2.0833
225, 7.8333, 8.0000, 2.0833
226, 7.8333, 8.0000, 2.0833
227, 7.8333, 8.0000, 2.0833
228, 7.8333, 8.0000, 2.0833
229, 7.8571, 8.0000, 1.7857
230, 7.8571, 8.0000, 1.7857
231, 7.8571, 8.0000, 1.7857
232, 7.8750, 8.0000, 1.5625
233, 7.8750, 8.0000, 1.5625
234, 7.8750, 8.0000, 1.5625
235, 7.8889, 8.0000, 1.3889
236, 7.8889, 8.0000, 1.3889
237, 7.8889, 8.0000, 1.3889
238, 7.9000, 8.0000, 1.2500
239, 7.9091, 8.0000, 1.1364
240, 7.9091, 8.0000, 1.1364
241, 7.9167, 8.0000, 1.0417
242, 8.0000, 8.0000, 0.0000
243, 8.0000, 8.0000, 0.0000
244, 8.0000, 8.0000, 0.0000
245, 8.0000, 8.0000, 0.0000
246, 8.0000, 8.0000, 0.0000
247, 8.0000, 8.0000, 0.0000
248, 8.0000, 8.0000, 0.0000
249, 8.0000, 8.0000, 0.0000
250, 8.0000, 8.0000, 0.0000
251, 8.0000, 8.0000, 0.0000
252, 8.0000, 8.0000, 0.0000
253, 8.0000, 8.0000, 0.0000
254, 8.0000, 8.0000, 0.0000
255, 8.0000, 8.0000, 0.0000
